query_id,query,query_type,expected_year,category,difficulty,system,gold_law,gold_section,n_retrieved,retrieval_time,answer,confidence,generation_time,total_time,precision_at_1,precision_at_3,precision_at_5,recall_at_5,recall_at_10,mrr,ndcg_at_5,temporal_precision_at_1,temporal_precision_at_3,temporal_precision_at_5,version_discrimination,amendment_awareness,temporal_hallucination_rate,cross_era_accuracy,keyword_hit_rate,answer_completeness,confidence_score,latency_seconds
TP-002,What was the fine for drunk driving in India in 2005?,HISTORICAL_POINT,2005.0,temporal_precision,easy,PV-RAG-NoGraph,"Motor Vehicles Act, 1988",Sec 185,10,0.43251824378967285,"In 2005, under the Indian Penal Code, Section 304A (not listed in your provided rules) governed punishment for causing death due to negligence, including drunk driving. However, for general misconduct due to intoxication, Section 510 of the Indian Penal Code applied, which allowed a fine up to 10 rupees or imprisonment up to 24 hours. 

The Indian Penal Code, Section 510 (Valid: 1860 to 2023) was applicable in 2005. This rule has since been superseded. 

For drunk driving, the Motor Vehicles Act",0.7,5.960584878921509,6.393103122711182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.16666666666666666,0.5,0.75,0.675,0.7,6.393103122711182
TP-002,What was the fine for drunk driving in India in 2005?,HISTORICAL_POINT,2005.0,temporal_precision,easy,PV-RAG,"Motor Vehicles Act, 1988",Sec 185,10,0.38831424713134766,"In 2005, under the Indian Penal Code, Section 304A (not listed in your provided rules) governed punishment for causing death by negligence, which included drunk driving. However, for public intoxication, Section 510 of the Indian Penal Code applied, imposing a fine up to 10 rupees or imprisonment up to 24 hours. 

Section 510 was valid from 1860 to 2023 and was superseded later. The specific fine for drunk driving in 2005 was not directly mentioned in the provided rules. 

Since 2005, the Motor ",0.86259223818779,6.171436071395874,6.559750318527222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.16666666666666666,0.5,0.75,0.675,0.86259223818779,6.559750318527222
TP-003,What was the punishment for murder under IPC in 2020?,HISTORICAL_POINT,2020.0,temporal_precision,easy,NaiveRAG,"Indian Penal Code, 1860",Sec 302,10,0.051195621490478516,"The punishment for murder under the Indian Penal Code (IPC) in 2020 is governed by IPC Section 302, which prescribes either the death penalty or imprisonment for life, along with a fine. However, none of the retrieved rules directly address the punishment for murder. The relevant provision is not included in the provided rules.",0.683847999572754,7.559515714645386,7.610711336135864,0.0,0.6666666666666666,0.6,1.0,1.0,0.5,0.5147714448836774,0.0,0.6666666666666666,0.6,0.5,0.0,0.0,1.0,1.0,1.0,0.683847999572754,7.610711336135864
TP-003,What was the punishment for murder under IPC in 2020?,HISTORICAL_POINT,2020.0,temporal_precision,easy,BM25,"Indian Penal Code, 1860",Sec 302,10,0.07200098037719727,"The punishment for murder under the Indian Penal Code (IPC) in 2020 was not explicitly provided in the retrieved legal rules. Therefore, based on the information provided, it is not possible to determine the punishment for murder under IPC in 2020.",0.6,6.716393947601318,6.788394927978516,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,0.3333333333333333,0.6,0.25,0.0,0.0,0.5,0.5,0.55,0.6,6.788394927978516
TP-003,What was the punishment for murder under IPC in 2020?,HISTORICAL_POINT,2020.0,temporal_precision,easy,LLMOnly,"Indian Penal Code, 1860",Sec 302,0,4.291534423828125e-06,"Under the **Indian Penal Code (IPC), Section 302**, as of **2020**, the punishment for **murder** is **death or imprisonment for life**, along with a **fine**. Here's the detailed breakdown:

### **IPC Section 302 (Murder)**  
> *""Whoever commits murder shall be punished with death, or imprisonment for life, and shall also be liable to fine.""*

### **Key Points**  
1. **Punishment Options**:  
   - **Death penalty** or **life imprisonment** (mandatory for the accused to choose between the two). ",0.5,2.505126714706421,2.5051310062408447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,2.5051310062408447
TP-003,What was the punishment for murder under IPC in 2020?,HISTORICAL_POINT,2020.0,temporal_precision,easy,TemporalOnly,"Indian Penal Code, 1860",Sec 302,10,0.25002121925354004,"In 2020, the punishment for murder under the Indian Penal Code (IPC) was governed by Section 302 of the IPC, which was in force from 1860 to 2023. The punishment for murder was either death or imprisonment for life, at the discretion of the court, and could also include a fine.

Section 302 of the IPC, which was superseded after 2023, provided that whoever commits murder shall be punished with either death or imprisonment for life, and shall also be liable to fine. This provision was in effect i",0.7,10.730735540390015,10.980756759643555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.7,10.980756759643555
TP-003,What was the punishment for murder under IPC in 2020?,HISTORICAL_POINT,2020.0,temporal_precision,easy,PV-RAG-NoGraph,"Indian Penal Code, 1860",Sec 302,10,0.3172304630279541,"In 2020, the punishment for murder under the Indian Penal Code (IPC) was governed by Section 302 of the IPC, which was in force from 1860 to 2023 and has since been superseded. Section 302 prescribed that whoever commits murder shall be punished with either death or imprisonment for life, and shall also be liable to fine.

There have been changes since 2020. The Indian Penal Code (Revised) 2023, which came into effect on July 1, 2024, replaced the old IPC, and Section 302 was revised as Section ",0.7,7.759056568145752,8.076287031173706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,8.076287031173706
TP-003,What was the punishment for murder under IPC in 2020?,HISTORICAL_POINT,2020.0,temporal_precision,easy,PV-RAG,"Indian Penal Code, 1860",Sec 302,10,0.375730037689209,"In 2020, the punishment for murder under the Indian Penal Code (IPC) was governed by Section 302 of the IPC, which was in force from 1860 to 2023 and has since been superseded. Section 302 prescribed that whoever commits murder shall be punished with either death or imprisonment for life, and shall also be liable to fine.

As of now, this rule has not been replaced by a new provision; it remains in the IPC, though its status may have changed due to judicial interpretations or legislative amendme",0.8283313989639283,7.605748653411865,7.981478691101074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16666666666666666,1.0,1.0,1.0,0.8283313989639283,7.981478691101074
TP-004,What was the income tax exemption under section 80C in 2015?,HISTORICAL_POINT,2015.0,temporal_precision,medium,NaiveRAG,"Income Tax Act, 1961",Sec 80C,10,0.05555272102355957,"The retrieved legal rules do not provide specific information about the income tax exemption under Section 80C in 2015. The rules pertain to sections that were omitted or superseded and do not include the relevant details about the exemption limit or provisions applicable under Section 80C of the Income-Tax Act, 1961, for the year 2015.",0.7910933196544647,4.3924665451049805,4.44801926612854,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6333333333333333,0.7910933196544647,4.44801926612854
TP-004,What was the income tax exemption under section 80C in 2015?,HISTORICAL_POINT,2015.0,temporal_precision,medium,BM25,"Income Tax Act, 1961",Sec 80C,10,0.06525754928588867,"The retrieved legal rules do not provide specific information regarding the income tax exemption under Section 80C of the Income-Tax Act, 1961 for the year 2015. The rules provided either pertain to different sections or have been superseded. Therefore, based on the given information, it is not possible to determine the exact income tax exemption under Section 80C in 2015.",0.6,5.719622850418091,5.7848803997039795,1.0,0.6666666666666666,0.8,1.0,1.0,1.0,0.7860137352654724,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6333333333333333,0.6,5.7848803997039795
TP-004,What was the income tax exemption under section 80C in 2015?,HISTORICAL_POINT,2015.0,temporal_precision,medium,LLMOnly,"Income Tax Act, 1961",Sec 80C,0,3.337860107421875e-06,"Under **Section 80C** of the **Income Tax Act, 1961**, for the **financial year 2015-16** (assessment year 2016-17), the maximum deduction allowed was **₹1,50,000**. This was an increase from the previous limit of ₹1,00,000, effective from **April 1, 2015**, as introduced by the **Finance Act, 2015** (Budget 2015).

### Key Details:
1. **Section 80C**: Allows deductions for investments and expenses such as life insurance premiums, Employee's Provident Fund (EPF) contributions, Public Provident F",0.5,3.965442419052124,3.9654457569122314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.8,0.5,3.9654457569122314
TP-004,What was the income tax exemption under section 80C in 2015?,HISTORICAL_POINT,2015.0,temporal_precision,medium,TemporalOnly,"Income Tax Act, 1961",Sec 80C,10,0.27765870094299316,"In 2015, the income tax exemption under Section 80C of the Income-tax Act, 1961 allowed individuals to claim a deduction of up to ₹1.5 lakh for investments made in specified instruments such as life insurance premiums, provident fund contributions, and tax-saving fixed deposits. This deduction was available to reduce taxable income under the head ""Salaries"" or ""Income from House Property"" or ""Other Sources.""

Act: Income-tax Act, 1961  
Section: Section 80C  
Effective Period: 2015  

The rule h",0.7,11.026503086090088,11.304161787033081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,0.8,0.7,11.304161787033081
TP-004,What was the income tax exemption under section 80C in 2015?,HISTORICAL_POINT,2015.0,temporal_precision,medium,PV-RAG-NoGraph,"Income Tax Act, 1961",Sec 80C,10,0.3775360584259033,"In 2015, the income tax exemption under Section 80C of the Income-Tax Act, 1961 allowed individuals to claim a deduction of up to ₹1,50,000 for investments made in specified instruments such as life insurance premiums, provident fund contributions, and tax-saving fixed deposits. This provision was effective from April 1, 2015, to March 31, 2016.

The rule has since changed. Under the Finance Act, 2018, the deduction limit under Section 80C was increased to ₹1,50,000, effective from April 1, 2018",0.7,4.706171989440918,5.083708047866821,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,0.7,5.083708047866821
TP-004,What was the income tax exemption under section 80C in 2015?,HISTORICAL_POINT,2015.0,temporal_precision,medium,PV-RAG,"Income Tax Act, 1961",Sec 80C,10,0.39383506774902344,"In 2015, the income tax exemption under Section 80C of the Income-Tax Act, 1961 allowed individuals to claim a deduction of up to ₹1,50,000 for investments made in specified instruments such as life insurance premiums, provident fund contributions, and tax-saving fixed deposits. This provision was in effect from April 1, 2015, to March 31, 2016.

The rule has since changed. The deduction limit was increased to ₹1,50,000 in 2018-2019 and further raised to ₹2,50,000 in 2020-2021 under the new tax ",0.7910933196544647,4.634479522705078,5.028314590454102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,0.7910933196544647,5.028314590454102
TP-005,What was the penalty for overspeeding in India in 2000?,HISTORICAL_POINT,2000.0,temporal_precision,medium,NaiveRAG,"Motor Vehicles Act, 1988",Sec 183,10,0.04030752182006836,"In 2000, the penalty for overspeeding in India was governed by **The Motor Vehicles Act, 1988, Section 183**, which was valid from 1988 to 1988 and later superseded. Under this provision, driving a motor vehicle in contravention of speed limits referred to in Section 112 was punishable with a fine. Specifically, for a light motor vehicle, the fine was not less than 1,000 rupees but could extend to 2,000 rupees. 

No other retrieved rules directly address penalties for overspeeding.",0.7561142981052399,7.552580833435059,7.592888355255127,0.0,0.3333333333333333,0.4,1.0,1.0,0.5,0.3973220069685352,0.0,0.3333333333333333,0.4,0.16666666666666666,0.5,0.0,1.0,1.0,1.0,0.7561142981052399,7.592888355255127
TP-005,What was the penalty for overspeeding in India in 2000?,HISTORICAL_POINT,2000.0,temporal_precision,medium,BM25,"Motor Vehicles Act, 1988",Sec 183,10,0.07808399200439453,"None of the retrieved legal rules pertain to the penalty for overspeeding in India in 2000. The provided rules relate to penalties for violations under the Northern India Ferries Act, 1878, and the Telecom Regulatory Authority of India Act, 1997, which are not relevant to traffic violations such as overspeeding. Therefore, no specific information on the penalty for overspeeding in India in 2000 can be derived from the given legal rules.",0.6,6.6057798862457275,6.683863878250122,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6,6.683863878250122
TP-005,What was the penalty for overspeeding in India in 2000?,HISTORICAL_POINT,2000.0,temporal_precision,medium,LLMOnly,"Motor Vehicles Act, 1988",Sec 183,0,4.5299530029296875e-06,"The penalty for overspeeding in India in the year 2000 was governed by **Section 177 of the Motor Vehicles Act, 1988**, and **Rule 127 of the Central Motor Vehicles Rules, 1989**. Here is the detailed breakdown:

1. **Legal Provisions**:  
   - **Section 177(1)** of the Motor Vehicles Act, 1988, states that any person who contravenes a rule under the Central Motor Vehicles Rules is punishable with a fine. The maximum penalty under this section is **up to ₹1,000**.  
   - **Rule 127(1)** of the C",0.5,7.44140362739563,7.441408157348633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.8,0.5,7.441408157348633
TP-005,What was the penalty for overspeeding in India in 2000?,HISTORICAL_POINT,2000.0,temporal_precision,medium,TemporalOnly,"Motor Vehicles Act, 1988",Sec 183,10,0.2697451114654541,"The Indian Tramways Act, 1886, governed penalties for traffic violations in 2000. However, there is no specific provision in the retrieved rules that addresses the penalty for overspeeding. The rules provided pertain to penalties for toll evasion, false accounts, obstruction of tramway construction, and other related offenses, but none directly address overspeeding.

The Motor Vehicles Act, 1988, which governs road traffic and penalties for overspeeding, was in effect in 2000. Under this Act, pe",0.7,11.443649530410767,11.71339464187622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,0.8,0.7,11.71339464187622
TP-005,What was the penalty for overspeeding in India in 2000?,HISTORICAL_POINT,2000.0,temporal_precision,medium,PV-RAG-NoGraph,"Motor Vehicles Act, 1988",Sec 183,10,0.3810732364654541,"The Indian Tramways Act, 1886, governed penalties for traffic violations in 2000. However, there is no specific provision in the retrieved rules that addresses overspeeding. Rule-making powers under Section 25 of the Indian Tramways Act, 1886, allowed authorities to impose fines for breaches, with fines up to 200 rupees if imposed by the Government. This Act was active in 2000 and remains active today. No specific historical data on overspeeding penalties is provided in the retrieved rules. The ",0.7,7.891900062561035,8.27297329902649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.16666666666666666,0.5,0.6666666666666666,0.6333333333333333,0.7,8.27297329902649
TP-005,What was the penalty for overspeeding in India in 2000?,HISTORICAL_POINT,2000.0,temporal_precision,medium,PV-RAG,"Motor Vehicles Act, 1988",Sec 183,10,0.43140339851379395,"The Indian Tramways Act, 1886, governed penalties for traffic violations in 2000. However, there is no specific provision in the retrieved rules that addresses penalties for overspeeding. The Act primarily dealt with tramway-related offenses such as toll evasion, false accounts, and obstruction of tramway construction.

The Motor Vehicles Act, 1988, which governs road traffic and penalties for overspeeding, was in effect in 2000. Under Section 177 of the Motor Vehicles Act, 1988, penalties for o",0.8930285036563873,7.983434438705444,8.414837837219238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.16666666666666666,0.5,0.6666666666666666,0.6333333333333333,0.8930285036563873,8.414837837219238
TP-006,What was the punishment for theft under IPC in 1995?,HISTORICAL_POINT,1995.0,temporal_precision,easy,NaiveRAG,"Indian Penal Code, 1860",Sec 379,10,0.04794478416442871,"None of the provided legal rules pertain to the punishment for theft under the Indian Penal Code (IPC) in 1995. The question requires information from the IPC, which is not covered by the retrieved legal rules. Therefore, no relevant legal information can be provided based on the given rules.",0.7090037405490875,6.414185047149658,6.462129831314087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.16666666666666666,0.0,0.0,0.5,0.6666666666666666,0.6333333333333333,0.7090037405490875,6.462129831314087
TP-006,What was the punishment for theft under IPC in 1995?,HISTORICAL_POINT,1995.0,temporal_precision,easy,BM25,"Indian Penal Code, 1860",Sec 379,10,0.08006548881530762,"Under the Code of Criminal Procedure, 1973 (Section 260), which was in force in 1995, theft was classified as an offence that could be tried summarily if it was not punishable with death, life imprisonment, or imprisonment for a term exceeding two years. For the punishment of theft itself, the relevant provision would be under the Indian Penal Code (IPC), although it is not listed in the retrieved rules. Typically, under the IPC, theft is punishable under Section 380, which prescribes imprisonme",0.6,7.700700521469116,7.780766010284424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.4,0.5,0.0,0.0,0.5,1.0,0.8,0.6,7.780766010284424
TP-006,What was the punishment for theft under IPC in 1995?,HISTORICAL_POINT,1995.0,temporal_precision,easy,LLMOnly,"Indian Penal Code, 1860",Sec 379,0,3.5762786865234375e-06,"Under the Indian Penal Code (IPC) as of 1995, the punishment for **theft** was governed by **Section 379** of the IPC. Here is the detailed legal analysis:

### **Section 378 (Definition of Theft)**  
The IPC defines theft in **Section 378** as:  
> *""Whoever, intending to take dishonestly any movable property out of the possession of any person without that person’s consent, moves that property in order to such taking, is said to commit theft.""*

### **Section 379 (Punishment for Theft)**  
The",0.5,2.8968875408172607,2.8968911170959473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,2.8968911170959473
TP-006,What was the punishment for theft under IPC in 1995?,HISTORICAL_POINT,1995.0,temporal_precision,easy,TemporalOnly,"Indian Penal Code, 1860",Sec 379,10,0.28510165214538574,"Under the Indian Penal Code (IPC), the punishment for theft in 1995 was imprisonment of either description for a term which may extend to three years, or with fine, or with both. This was governed under **Section 379 of the Indian Penal Code, 1860**, which was in force during 1995.

The IPC has undergone amendments over the years, but as of now, the punishment for theft remains largely unchanged. **Section 379 of the IPC** is still in effect, with the same punishment prescribed.",0.7,9.656352519989014,9.9414541721344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.16666666666666666,0.5,1.0,1.0,0.7,9.9414541721344
TP-006,What was the punishment for theft under IPC in 1995?,HISTORICAL_POINT,1995.0,temporal_precision,easy,PV-RAG-NoGraph,"Indian Penal Code, 1860",Sec 379,10,0.40521955490112305,"Under the Indian Penal Code (IPC), the punishment for theft in 1995 was imprisonment of either description for a term which may extend to three years, or with fine, or with both. This is governed under:

Act: Indian Penal Code, 1860  
Section: Section 379  
Effective Period: 1860 to Present  

The provision remains unchanged to date.",0.7,6.558088779449463,6.963308334350586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.16666666666666666,0.5,1.0,1.0,0.7,6.963308334350586
TP-006,What was the punishment for theft under IPC in 1995?,HISTORICAL_POINT,1995.0,temporal_precision,easy,PV-RAG,"Indian Penal Code, 1860",Sec 379,10,0.3666415214538574,"Under the Indian Penal Code (IPC), the punishment for theft in 1995 was imprisonment of either description for a term which may extend to three years, or with fine, or with both. This is governed under:

Act: **Indian Penal Code, 1860**  
Section: **Section 379**  
Effective Period: **1860 to Present**  
Status: **Still in force**

Section 379 of the IPC has remained unchanged in terms of punishment for theft since its enactment in 1860. The Code of Criminal Procedure, 1973 (Section 260) also al",0.8498709738254547,6.966959714889526,7.333601236343384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.16666666666666666,0.5,1.0,1.0,0.8498709738254547,7.333601236343384
TP-007,What were the rules for bail under CrPC in 2018?,HISTORICAL_POINT,2018.0,temporal_precision,medium,NaiveRAG,"Code of Criminal Procedure, 1973",Sec 436,10,0.052632808685302734,"In 2018, the rules for bail under the Code of Criminal Procedure, 1973 (CrPC) were governed by Sections 436 and 439. 

Section 436 of the CrPC allowed bail for persons not accused of non-bailable offences who were arrested or detained without a warrant. Such persons could be released on bail if they were prepared to give bail at any time during custody or before the court.

Section 439 of the CrPC granted special powers to the High Court or Court of Session to direct the release of a person accu",0.7558093428611755,7.99644136428833,8.049074172973633,1.0,0.3333333333333333,0.4,1.0,1.0,1.0,0.48522855511632257,1.0,0.3333333333333333,0.4,0.5,0.5,0.0,1.0,1.0,1.0,0.7558093428611755,8.049074172973633
